Ticker,Alpha(%),Beta_Mkt,Beta_SMB,Beta_HML,R2,N
VTV,0.006778003696287033,0.8911543222786501,-0.14055710066703508,0.33533448202252525,0.9603474540494591,167
VUG,0.016711591715030866,1.0898923821329798,-0.11039895725385926,-0.3262492787272208,0.9710355050708498,167
