Ticker,Alpha(%),Beta_Mkt,Beta_SMB,Beta_HML,R2,N
AAPL,1.2957238144841026,1.2955063642017244,-0.29572671532280725,-0.5255847526419675,0.6210645413166882,71
AMZN,0.15096143462292277,1.2122239732944458,0.009050299150483831,-0.9070674024152952,0.6368581082647033,71
GOOGL,0.38839827165103047,1.075153646523033,-0.21045550518476744,-0.24455775183336997,0.573768699027402,71
META,0.28771419148979727,1.2183185737137525,-0.45317439246265934,-0.48381787206154037,0.32832507137360734,71
MSFT,1.1686484210016423,0.9681298216624135,-0.5432687555636097,-0.4929968429459499,0.7384527721500832,71
